Store,YearMonth,Sales
157,2015-02,9462.0
157,2015-03,9862.0
157,2015-04,10352.0
157,2015-05,10233.0
157,2015-06,10672.0
157,2015-07,9733.0
158,2013-01,6954.0
158,2013-02,7117.0
158,2013-03,8003.0
158,2013-04,7403.0
158,2013-05,7996.0
158,2013-06,7421.0
158,2013-07,8051.0
158,2013-08,7847.0
158,2013-09,7207.0
158,2013-10,7727.0
158,2013-11,8104.0
158,2013-12,9748.0
158,2014-01,7985.0
158,2014-02,7955.0
158,2014-03,7818.0
158,2014-04,9149.0
158,2014-05,8528.0
158,2014-06,8849.0
158,2014-07,8146.0
158,2014-08,8286.0
158,2014-09,7781.0
158,2014-10,8347.0
158,2014-11,8478.0
158,2014-12,9355.0
158,2015-01,8214.0
158,2015-02,7906.0
158,2015-03,8032.0
158,2015-04,8848.0
158,2015-05,8799.0
158,2015-06,8469.0
158,2015-07,8607.0
159,2013-01,7514.0
159,2013-02,7544.0
159,2013-03,8034.0
159,2013-04,7461.0
159,2013-05,8196.0
159,2013-06,7422.0
159,2013-07,8147.0
159,2013-08,7458.0
159,2013-09,7068.0
159,2013-10,7390.0
159,2013-11,7720.0
159,2013-12,9220.0
159,2014-01,7272.0
159,2014-02,7393.0
159,2014-03,7414.0
159,2014-04,8086.0
159,2014-05,7964.0
159,2014-06,8340.0
159,2015-01,7898.0
159,2015-02,7073.0
159,2015-03,7542.0
159,2015-04,7863.0
159,2015-05,7940.0
159,2015-06,8059.0
159,2015-07,7852.0
160,2013-01,5289.0
160,2013-02,5325.0
160,2013-03,5998.0
160,2013-04,5346.0
160,2013-05,5960.0
160,2013-06,5258.0
160,2013-07,5767.0
160,2013-08,5795.0
160,2013-09,5245.0
160,2013-10,5242.0
160,2013-11,5711.0
160,2013-12,7500.0
160,2014-01,5322.0
160,2014-02,5458.0
160,2014-03,5403.0
160,2014-04,6102.0
160,2014-05,5740.0
160,2014-06,5946.0
160,2014-07,5775.0
160,2014-08,5607.0
160,2014-09,5656.0
160,2014-10,5303.0
160,2014-11,5966.0
160,2014-12,7268.0
160,2015-01,5523.0
160,2015-02,5364.0
160,2015-03,5638.0
160,2015-04,5986.0
160,2015-05,5843.0
160,2015-06,5779.0
160,2015-07,5725.0
161,2013-01,6456.0
161,2013-02,6803.0
161,2013-03,7435.0
161,2013-04,7007.0
161,2013-05,7336.0
161,2013-06,6730.0
161,2013-07,7300.0
161,2013-08,6478.0
161,2013-09,6588.0
161,2013-10,6709.0
161,2013-11,7242.0
161,2013-12,8588.0
161,2014-01,6916.0
161,2014-02,7034.0
161,2014-03,6808.0
161,2014-04,7518.0
161,2014-05,7362.0
161,2014-06,7548.0
161,2014-07,6945.0
161,2014-08,6839.0
161,2014-09,6989.0
161,2014-10,6967.0
161,2014-11,8100.0
161,2014-12,8743.0
161,2015-01,7293.0
161,2015-02,7196.0
161,2015-03,7447.0
161,2015-04,7644.0
161,2015-05,8122.0
161,2015-06,7924.0
161,2015-07,7157.0
162,2013-01,6573.0
162,2013-02,6939.0
162,2013-03,8377.0
162,2013-04,7123.0
162,2013-05,8165.0
162,2013-06,7240.0
162,2013-07,7861.0
162,2013-08,7650.0
162,2013-09,6915.0
162,2013-10,6878.0
162,2013-11,7358.0
162,2013-12,9629.0
162,2014-01,7179.0
162,2014-02,7174.0
162,2014-03,7877.0
162,2014-04,8213.0
162,2014-05,7763.0
162,2014-06,8406.0
162,2014-07,7740.0
162,2014-08,7444.0
162,2014-09,7815.0
162,2014-10,7459.0
162,2014-11,8489.0
162,2014-12,9971.0
162,2015-01,7562.0
162,2015-02,7088.0
162,2015-03,7960.0
162,2015-04,8068.0
162,2015-05,7925.0
162,2015-06,8321.0
162,2015-07,7902.0
163,2013-01,9633.0
163,2013-02,9942.0
163,2013-03,10929.0
163,2013-04,8297.0
163,2013-05,7431.0
163,2013-06,6971.0
163,2013-07,6786.0
163,2013-08,6805.0
163,2013-09,6758.0
163,2013-10,6889.0
163,2013-11,7026.0
163,2013-12,7898.0
163,2014-01,6736.0
163,2014-02,6931.0
163,2014-03,6853.0
163,2014-04,7594.0
163,2014-05,7084.0
163,2014-06,7406.0
163,2014-07,7012.0
163,2014-08,6320.0
163,2014-09,6661.0
163,2014-10,6662.0
163,2014-11,6864.0
163,2014-12,7342.0
163,2015-01,6491.0
163,2015-02,6534.0
163,2015-03,6927.0
163,2015-04,7242.0
163,2015-05,7140.0
163,2015-06,6932.0
163,2015-07,6546.0
164,2013-01,5757.0
164,2013-02,5860.0
164,2013-03,6827.0
164,2013-04,5903.0
164,2013-05,6332.0
164,2013-06,5642.0
164,2013-07,5989.0
164,2013-08,5401.0
164,2013-09,5471.0
164,2013-10,5290.0
164,2013-11,5802.0
164,2013-12,7545.0
164,2014-01,5816.0
164,2014-02,5823.0
164,2014-03,6297.0
164,2014-04,6320.0
164,2014-05,6098.0
164,2014-06,6852.0
164,2015-01,6353.0
164,2015-02,6174.0
164,2015-03,6787.0
164,2015-04,6737.0
164,2015-05,6818.0
164,2015-06,7082.0
164,2015-07,6522.0
165,2013-01,3613.0
165,2013-02,3789.0
165,2013-03,4254.0
165,2013-04,3983.0
165,2013-05,4231.0
165,2013-06,4043.0
165,2013-07,4174.0
165,2013-08,3761.0
165,2013-09,3736.0
165,2013-10,3904.0
165,2013-11,4100.0
165,2013-12,4872.0
165,2014-01,3852.0
165,2014-02,3970.0
165,2014-03,3913.0
165,2014-04,4104.0
165,2014-05,4013.0
165,2014-06,4273.0
165,2015-01,3858.0
165,2015-02,3671.0
165,2015-03,4021.0
165,2015-04,3932.0
165,2015-05,3988.0
165,2015-06,3983.0
165,2015-07,3957.0
166,2013-01,5253.0
166,2013-02,5697.0
166,2013-03,6446.0
166,2013-04,5291.0
166,2013-05,5869.0
166,2013-06,5505.0
166,2013-07,5967.0
166,2013-08,5713.0
166,2013-09,5355.0
166,2013-10,5619.0
166,2013-11,6096.0
166,2013-12,9254.0
166,2014-01,5873.0
166,2014-02,6074.0
166,2014-03,5954.0
166,2014-04,5893.0
166,2014-05,5259.0
166,2014-06,5727.0
166,2014-07,5581.0
166,2014-08,5499.0
166,2014-09,5322.0
166,2014-10,5302.0
166,2014-11,5927.0
166,2014-12,7837.0
166,2015-01,5035.0
166,2015-02,5188.0
166,2015-03,5330.0
166,2015-04,5792.0
166,2015-05,5710.0
166,2015-06,5896.0
166,2015-07,5417.0
167,2013-01,7877.0
167,2013-02,8293.0
167,2013-03,9261.0
167,2013-04,8028.0
167,2013-05,8695.0
167,2013-06,7851.0
167,2013-07,9238.0
167,2013-08,8685.0
167,2013-09,8089.0
167,2013-10,8425.0
167,2013-11,9468.0
167,2013-12,13142.0
167,2014-01,8483.0
167,2014-02,8923.0
167,2014-03,8769.0
167,2014-04,9797.0
167,2014-05,9050.0
167,2014-06,9403.0
167,2014-07,9337.0
167,2014-08,8734.0
167,2014-09,9100.0
167,2014-10,9344.0
167,2014-11,10748.0
167,2014-12,12862.0
167,2015-01,9488.0
167,2015-02,8819.0
167,2015-03,9467.0
167,2015-04,10157.0
167,2015-05,9740.0
167,2015-06,9672.0
167,2015-07,9486.0
168,2013-01,6580.0
168,2013-02,6751.0
168,2013-03,7481.0
168,2013-04,7110.0
168,2013-05,7521.0
168,2013-06,6698.0
168,2013-07,7686.0
168,2013-08,6953.0
168,2013-09,6793.0
168,2013-10,6935.0
168,2013-11,7295.0
168,2013-12,9870.0
168,2014-01,7138.0
168,2014-02,7307.0
168,2014-03,7235.0
168,2014-04,8002.0
168,2014-05,7466.0
168,2014-06,7856.0
168,2014-07,7572.0
168,2014-08,7145.0
168,2014-09,7070.0
168,2014-10,7261.0
168,2014-11,7999.0
168,2014-12,9581.0
168,2015-01,7549.0
168,2015-02,7243.0
168,2015-03,7705.0
168,2015-04,7931.0
168,2015-05,7736.0
168,2015-06,7808.0
168,2015-07,7996.0
169,2013-01,7397.0
169,2013-02,7444.0
169,2013-03,8291.0
169,2013-04,7521.0
169,2013-05,8199.0
169,2013-06,7550.0
169,2013-07,8203.0
169,2013-08,7262.0
169,2013-09,7221.0
169,2013-10,7212.0
169,2013-11,7694.0
169,2013-12,9340.0
169,2014-01,7364.0
169,2014-02,7479.0
169,2014-03,7564.0
169,2014-04,8120.0
169,2014-05,8274.0
169,2014-06,8701.0
169,2014-07,9148.0
169,2014-08,6333.0
169,2014-09,5697.0
169,2014-10,5795.0
169,2014-11,6475.0
169,2014-12,7073.0
169,2015-01,6146.0
169,2015-02,5730.0
169,2015-03,5968.0
169,2015-04,6279.0
169,2015-05,6099.0
169,2015-06,6326.0
169,2015-07,5755.0
170,2013-01,4789.0
170,2013-02,4890.0
170,2013-03,5461.0
170,2013-04,5413.0
170,2013-05,5709.0
170,2013-06,5165.0
170,2013-07,5631.0
170,2013-08,5123.0
170,2013-09,4681.0
170,2013-10,4819.0
170,2013-11,4806.0
170,2013-12,6400.0
170,2014-01,4794.0
170,2014-02,4634.0
170,2014-03,4708.0
170,2014-04,5342.0
170,2014-05,4923.0
170,2014-06,5391.0
170,2014-07,4747.0
170,2014-08,4603.0
170,2014-09,4864.0
170,2014-10,4818.0
170,2014-11,5254.0
170,2014-12,6035.0
170,2015-01,4805.0
170,2015-02,4576.0
170,2015-03,4970.0
170,2015-04,5284.0
170,2015-05,4463.0
170,2015-06,4313.0
170,2015-07,4091.0
171,2013-01,8018.0
171,2013-02,8170.0
171,2013-03,8970.0
171,2013-04,8256.0
171,2013-05,8540.0
171,2013-06,7531.0
171,2013-07,8329.0
171,2013-08,7383.0
171,2013-09,7576.0
171,2013-10,7776.0
171,2013-11,8530.0
171,2013-12,10198.0
171,2014-01,8110.0
171,2014-02,8144.0
171,2014-03,8174.0
171,2014-04,8828.0
171,2014-05,8464.0
171,2014-06,9083.0
171,2014-07,8190.0
171,2014-08,7749.0
171,2014-09,8315.0
171,2014-10,8304.0
171,2014-11,9565.0
171,2014-12,10109.0
171,2015-01,8314.0
171,2015-02,7947.0
171,2015-03,8722.0
171,2015-04,8836.0
171,2015-05,8887.0
171,2015-06,8958.0
171,2015-07,7789.0
172,2013-01,6625.0
172,2013-02,9820.0
172,2013-03,9291.0
172,2013-04,6401.0
172,2013-05,6567.0
172,2013-06,6332.0
172,2013-07,6438.0
172,2013-08,5964.0
172,2013-09,6027.0
172,2013-10,6608.0
172,2013-11,7045.0
172,2013-12,7628.0
172,2014-01,6475.0
172,2014-02,6713.0
172,2014-03,6355.0
172,2014-04,6876.0
172,2014-05,6676.0
172,2014-06,6797.0
172,2015-01,7131.0
172,2015-02,6880.0
172,2015-03,7326.0
172,2015-04,7336.0
172,2015-05,7281.0
172,2015-06,7205.0
172,2015-07,6981.0
173,2013-01,7922.0
173,2013-02,8212.0
173,2013-03,8871.0
173,2013-04,8580.0
173,2013-05,9088.0
173,2013-06,8481.0
173,2013-07,8187.0
173,2013-08,7837.0
173,2013-09,7890.0
173,2013-10,7898.0
173,2013-11,8058.0
173,2013-12,9681.0
173,2014-01,7656.0
173,2014-02,8063.0
173,2014-03,8140.0
173,2014-04,8864.0
173,2014-05,8341.0
173,2014-06,8510.0
173,2014-07,8291.0
173,2014-08,7595.0
173,2014-09,7859.0
173,2014-10,7848.0
173,2014-11,8222.0
173,2014-12,8696.0
173,2015-01,7736.0
173,2015-02,7505.0
173,2015-03,8099.0
173,2015-04,8621.0
173,2015-05,8244.0
173,2015-06,8203.0
173,2015-07,8291.0
174,2013-01,5091.0
174,2013-02,5292.0
174,2013-03,5455.0
174,2013-04,5428.0
174,2013-05,6083.0
174,2013-06,5681.0
174,2013-07,6097.0
174,2013-08,5984.0
174,2013-09,5352.0
174,2013-10,5508.0
174,2013-11,6113.0
174,2013-12,7152.0
174,2014-01,5605.0
174,2014-02,5579.0
174,2014-03,5556.0
174,2014-04,6141.0
174,2014-05,6373.0
174,2014-06,6465.0
174,2015-01,6262.0
174,2015-02,5729.0
174,2015-03,6090.0
174,2015-04,6218.0
174,2015-05,6596.0
174,2015-06,6597.0
174,2015-07,6124.0
175,2013-01,4999.0
175,2013-02,5377.0
175,2013-03,5834.0
175,2013-04,5620.0
175,2013-05,5992.0
175,2013-06,5670.0
175,2013-07,5284.0
175,2013-08,5212.0
175,2013-09,5363.0
175,2013-10,5186.0
175,2013-11,5468.0
175,2013-12,6713.0
175,2014-01,5260.0
175,2014-02,5616.0
175,2014-03,5533.0
175,2014-04,6304.0
175,2014-05,5958.0
175,2014-06,6196.0
175,2014-07,5708.0
175,2014-08,5400.0
175,2014-09,5806.0
175,2014-10,5636.0
175,2014-11,6187.0
175,2014-12,6781.0
175,2015-01,5541.0
175,2015-02,5798.0
175,2015-03,5819.0
175,2015-04,6548.0
175,2015-05,6354.0
175,2015-06,6196.0
175,2015-07,6263.0
176,2013-01,5059.0
176,2013-02,5061.0
176,2013-03,5534.0
176,2013-04,5193.0
176,2013-05,5487.0
176,2013-06,4980.0
176,2013-07,5440.0
176,2013-08,4778.0
176,2013-09,4768.0
176,2013-10,5043.0
176,2013-11,5330.0
176,2013-12,6733.0
176,2014-01,5104.0
176,2014-02,5189.0
176,2014-03,5103.0
176,2014-04,5659.0
176,2014-05,5109.0
176,2014-06,5504.0
176,2014-07,5012.0
176,2014-08,4701.0
176,2014-09,5028.0
176,2014-10,5025.0
176,2014-11,5818.0
176,2014-12,6335.0
176,2015-01,5139.0
176,2015-02,5160.0
176,2015-03,5229.0
176,2015-04,5536.0
176,2015-05,5409.0
176,2015-06,5539.0
176,2015-07,4913.0
177,2013-01,3787.0
177,2013-02,3960.0
177,2013-03,4148.0
177,2013-04,4062.0
177,2013-05,4101.0
177,2013-06,3755.0
177,2013-07,4291.0
177,2013-08,3323.0
177,2013-09,3535.0
177,2013-10,3837.0
177,2013-11,3897.0
177,2013-12,4666.0
177,2014-01,4037.0
177,2014-02,3935.0
177,2014-03,3935.0
177,2014-04,4375.0
177,2014-05,4041.0
177,2014-06,4190.0
177,2014-07,4146.0
177,2014-08,3811.0
177,2014-09,4045.0
177,2014-10,3941.0
177,2014-11,3895.0
177,2014-12,4428.0
177,2015-01,3996.0
177,2015-02,3711.0
177,2015-03,4100.0
177,2015-04,4490.0
177,2015-05,4028.0
177,2015-06,3781.0
177,2015-07,3697.0
178,2013-01,8768.0
178,2013-02,8673.0
178,2013-03,9969.0
178,2013-04,9164.0
178,2013-05,9930.0
178,2013-06,8860.0
178,2013-07,9745.0
178,2013-08,9111.0
178,2013-09,9009.0
178,2013-10,9257.0
178,2013-11,10231.0
178,2013-12,12558.0
178,2014-01,9476.0
178,2014-02,9639.0
178,2014-03,9587.0
178,2014-04,10766.0
178,2014-05,10337.0
178,2014-06,10774.0
178,2014-07,10151.0
178,2014-08,9554.0
178,2014-09,10148.0
178,2014-10,10221.0
178,2014-11,11687.0
178,2014-12,12890.0
178,2015-01,10647.0
178,2015-02,9919.0
178,2015-03,10776.0
178,2015-04,10473.0
178,2015-05,10288.0
178,2015-06,10354.0
178,2015-07,10141.0
179,2013-01,6075.0
179,2013-02,6460.0
179,2013-03,7501.0
179,2013-04,6650.0
179,2013-05,7000.0
179,2013-06,6359.0
179,2013-07,7116.0
179,2013-08,6564.0
179,2013-09,6261.0
179,2013-10,6662.0
179,2013-11,7085.0
179,2013-12,9634.0
179,2014-01,6854.0
179,2014-02,7200.0
179,2014-03,7326.0
179,2014-04,7761.0
179,2014-05,7184.0
179,2014-06,7802.0
179,2014-07,6992.0
179,2014-08,7221.0
179,2014-09,7166.0
179,2014-10,7045.0
179,2014-11,8313.0
179,2014-12,9338.0
179,2015-01,7164.0
179,2015-02,7271.0
179,2015-03,7581.0
179,2015-04,8041.0
179,2015-05,7882.0
179,2015-06,7914.0
179,2015-07,7151.0
180,2013-01,6345.0
180,2013-02,6948.0
180,2013-03,7571.0
180,2013-04,7150.0
180,2013-05,7630.0
180,2013-06,7017.0
180,2013-07,7007.0
180,2013-08,7155.0
180,2013-09,6730.0
180,2013-10,6752.0
180,2013-11,6946.0
180,2013-12,8499.0
180,2014-01,6581.0
180,2014-02,7044.0
180,2014-03,7225.0
180,2014-04,7960.0
180,2014-05,7394.0
180,2014-06,7836.0
180,2014-07,6834.0
180,2014-08,6516.0
180,2014-09,6850.0
180,2014-10,6890.0
180,2014-11,7381.0
180,2014-12,8196.0
180,2015-01,6984.0
180,2015-02,6948.0
180,2015-03,7174.0
180,2015-04,7973.0
180,2015-05,7797.0
180,2015-06,7417.0
180,2015-07,7427.0
181,2013-01,5618.0
181,2013-02,5667.0
181,2013-03,6796.0
181,2013-04,6299.0
181,2013-05,6667.0
181,2013-06,5922.0
181,2013-07,6517.0
181,2013-08,6152.0
181,2013-09,5949.0
181,2013-10,6042.0
181,2013-11,6400.0
181,2013-12,8404.0
181,2014-01,6404.0
181,2014-02,6395.0
181,2014-03,6300.0
181,2014-04,6727.0
181,2014-05,6445.0
181,2014-06,7174.0
181,2015-01,6271.0
181,2015-02,5696.0
181,2015-03,6409.0
181,2015-04,6460.0
181,2015-05,6282.0
181,2015-06,6584.0
181,2015-07,6180.0
182,2013-01,4040.0
182,2013-02,4482.0
182,2013-03,5304.0
182,2013-04,4499.0
182,2013-05,5060.0
182,2013-06,4476.0
182,2013-07,4751.0
182,2013-08,4691.0
182,2013-09,4619.0
182,2013-10,4432.0
182,2013-11,5099.0
182,2013-12,6622.0
182,2014-01,4769.0
182,2014-02,5311.0
182,2014-03,5090.0
182,2014-04,5556.0
182,2014-05,5735.0
182,2014-06,5718.0
182,2014-07,5333.0
182,2014-08,5420.0
182,2014-09,5388.0
182,2014-10,5482.0
182,2014-11,5995.0
182,2014-12,6774.0
182,2015-01,5528.0
182,2015-02,5392.0
182,2015-03,5861.0
182,2015-04,5968.0
182,2015-05,5881.0
182,2015-06,5811.0
182,2015-07,5621.0
183,2013-01,3983.0
183,2013-02,4069.0
183,2013-03,4644.0
183,2013-04,4339.0
183,2013-05,4806.0
183,2013-06,4351.0
183,2013-07,4877.0
183,2013-08,4765.0
183,2013-09,4803.0
183,2013-10,4822.0
183,2013-11,4509.0
183,2013-12,5311.0
183,2014-01,4304.0
183,2014-02,4373.0
183,2014-03,4642.0
183,2014-04,5002.0
183,2014-05,4938.0
183,2014-06,5214.0
183,2015-01,4443.0
183,2015-02,4235.0
183,2015-03,4654.0
183,2015-04,5079.0
183,2015-05,5257.0
183,2015-06,10529.0
183,2015-07,5340.0
184,2013-01,6026.0
184,2013-02,6564.0
184,2013-03,6965.0
184,2013-04,6399.0
184,2013-05,7050.0
184,2013-06,6412.0
184,2013-07,7094.0
184,2013-08,6264.0
184,2013-09,6343.0
184,2013-10,6067.0
184,2013-11,6212.0
184,2013-12,7746.0
184,2014-01,6174.0
184,2014-02,6511.0
184,2014-03,6572.0
184,2014-04,6987.0
184,2014-05,6609.0
184,2014-06,6816.0
184,2014-07,6198.0
184,2014-08,6214.0
184,2014-09,6202.0
184,2014-10,6141.0
184,2014-11,6909.0
184,2014-12,7622.0
184,2015-01,6517.0
184,2015-02,6265.0
184,2015-03,6573.0
184,2015-04,6867.0
184,2015-05,7035.0
184,2015-06,7028.0
184,2015-07,6348.0
185,2013-01,6473.0
185,2013-02,6478.0
185,2013-03,7525.0
185,2013-04,6808.0
185,2013-05,7314.0
185,2013-06,6621.0
185,2013-07,6688.0
185,2013-08,6765.0
185,2013-09,6284.0
185,2013-10,6342.0
185,2013-11,6845.0
185,2013-12,8715.0
185,2014-01,6645.0
185,2014-02,6566.0
185,2014-03,6750.0
185,2014-04,7659.0
185,2014-05,7237.0
185,2014-06,7518.0
185,2014-07,7095.0
185,2014-08,7090.0
185,2014-09,6965.0
185,2014-10,7038.0
185,2014-11,7910.0
185,2014-12,9187.0
185,2015-01,7674.0
185,2015-02,6945.0
185,2015-03,8153.0
185,2015-04,8291.0
185,2015-05,7523.0
185,2015-06,6901.0
185,2015-07,6600.0
186,2013-01,3577.0
186,2013-02,3561.0
186,2013-03,3946.0
186,2013-04,3640.0
186,2013-05,3780.0
186,2013-06,3469.0
186,2013-07,3834.0
186,2013-08,3580.0
186,2013-09,3290.0
186,2013-10,3600.0
186,2013-11,3796.0
186,2013-12,4680.0
186,2014-01,3523.0
186,2014-02,3564.0
186,2014-03,3430.0
186,2014-04,3854.0
186,2014-05,3622.0
186,2014-06,3740.0
186,2015-01,4094.0
186,2015-02,3657.0
186,2015-03,4186.0
186,2015-04,4063.0
186,2015-05,3986.0
186,2015-06,4205.0
186,2015-07,3961.0
187,2013-01,5621.0
187,2013-02,5882.0
187,2013-03,6625.0
187,2013-04,5882.0
187,2013-05,6244.0
187,2013-06,5898.0
187,2013-07,6352.0
187,2013-08,6485.0
187,2013-09,5673.0
187,2013-10,5735.0
187,2013-11,6211.0
187,2013-12,8357.0
187,2014-01,5744.0
187,2014-02,6116.0
187,2014-03,5879.0
187,2014-04,6449.0
187,2014-05,6071.0
187,2014-06,6316.0
187,2014-07,6198.0
187,2014-08,6427.0
187,2014-09,6077.0
187,2014-10,6016.0
187,2014-11,6656.0
187,2014-12,8158.0
187,2015-01,6021.0
187,2015-02,5846.0
187,2015-03,6225.0
187,2015-04,6656.0
187,2015-05,6331.0
187,2015-06,6279.0
187,2015-07,6398.0
188,2013-01,4424.0
188,2013-02,4401.0
188,2013-03,5004.0
188,2013-04,4577.0
188,2013-05,4919.0
188,2013-06,4220.0
188,2013-07,4843.0
188,2013-08,4396.0
188,2013-09,4243.0
188,2013-10,4416.0
188,2013-11,4921.0
188,2013-12,5716.0
188,2014-01,4757.0
188,2014-02,4910.0
188,2014-03,4642.0
188,2014-04,5229.0
188,2014-05,5085.0
188,2014-06,5009.0
188,2014-07,4761.0
188,2014-08,4897.0
188,2014-09,4636.0
188,2014-10,5085.0
188,2014-11,5742.0
188,2014-12,6127.0
188,2015-01,5440.0
188,2015-02,4972.0
188,2015-03,5119.0
188,2015-04,5546.0
188,2015-05,5526.0
188,2015-06,5425.0
188,2015-07,5781.0
189,2013-01,8290.0
189,2013-02,8369.0
189,2013-03,9248.0
189,2013-04,8706.0
189,2013-05,9536.0
189,2013-06,8497.0
189,2013-07,8937.0
189,2013-08,8436.0
189,2013-09,8352.0
189,2013-10,8384.0
189,2013-11,9071.0
189,2013-12,10858.0
189,2014-01,8584.0
189,2014-02,8712.0
189,2014-03,8356.0
189,2014-04,9390.0
189,2014-05,9016.0
189,2014-06,9340.0
189,2014-07,8550.0
189,2014-08,7926.0
189,2014-09,8178.0
189,2014-10,8283.0
189,2014-11,9172.0
189,2014-12,9999.0
189,2015-01,8490.0
189,2015-02,7904.0
189,2015-03,8438.0
189,2015-04,8897.0
189,2015-05,8776.0
189,2015-06,8706.0
189,2015-07,8636.0
190,2013-01,6312.0
190,2013-02,6371.0
190,2013-03,7304.0
190,2013-04,6786.0
190,2013-05,7094.0
190,2013-06,6614.0
190,2013-07,7066.0
190,2013-08,6488.0
190,2013-09,6369.0
190,2013-10,6655.0
190,2013-11,7249.0
190,2013-12,8672.0
190,2014-01,6782.0
190,2014-02,6837.0
190,2014-03,6760.0
190,2014-04,7413.0
190,2014-05,7190.0
190,2014-06,7498.0
190,2015-01,7485.0
190,2015-02,7162.0
190,2015-03,7959.0
190,2015-04,8001.0
190,2015-05,8045.0
190,2015-06,8153.0
190,2015-07,7872.0
191,2013-01,6966.0
191,2013-02,6963.0
191,2013-03,7574.0
191,2013-04,7623.0
191,2013-05,7848.0
191,2013-06,7424.0
191,2013-07,7808.0
191,2013-08,6103.0
191,2013-09,6338.0
191,2013-10,6579.0
191,2013-11,6321.0
191,2013-12,7342.0
191,2014-01,5979.0
191,2014-02,6265.0
191,2014-03,6308.0
191,2014-04,6767.0
191,2014-05,6430.0
191,2014-06,6737.0
191,2015-01,6389.0
191,2015-02,6241.0
191,2015-03,6767.0
191,2015-04,7256.0
191,2015-05,7066.0
191,2015-06,7051.0
191,2015-07,6887.0
192,2013-01,4952.0
192,2013-02,5299.0
192,2013-03,6510.0
192,2013-04,6549.0
192,2013-05,7390.0
192,2013-06,6808.0
192,2013-07,7324.0
192,2013-08,7476.0
192,2013-09,7085.0
192,2013-10,7527.0
192,2013-11,8053.0
192,2013-12,9300.0
192,2014-01,7984.0
192,2014-02,7714.0
192,2014-03,7833.0
192,2014-04,8568.0
192,2014-05,8621.0
192,2014-06,9905.0
192,2015-01,12718.0
192,2015-02,11967.0
192,2015-03,13100.0
192,2015-04,13070.0
192,2015-05,13560.0
192,2015-06,13373.0
192,2015-07,13089.0
193,2013-01,4888.0
193,2013-02,4974.0
193,2013-03,5854.0
193,2013-04,5189.0
193,2013-05,5744.0
193,2013-06,5022.0
193,2013-07,5845.0
193,2013-08,5322.0
193,2013-09,5058.0
193,2013-10,5017.0
193,2013-11,5298.0
193,2013-12,6929.0
193,2014-01,5081.0
193,2014-02,5215.0
193,2014-03,5009.0
193,2014-04,5645.0
193,2014-05,5327.0
193,2014-06,5608.0
193,2014-07,5268.0
193,2014-08,5320.0
193,2014-09,4746.0
193,2014-10,4973.0
193,2014-11,5615.0
193,2014-12,6437.0
193,2015-01,5060.0
193,2015-02,4705.0
193,2015-03,5277.0
193,2015-04,5657.0
193,2015-05,5546.0
193,2015-06,5317.0
193,2015-07,5446.0
194,2013-01,3965.0
194,2013-02,4131.0
194,2013-03,4725.0
194,2013-04,4373.0
194,2013-05,4706.0
194,2013-06,4366.0
194,2013-07,4801.0
194,2013-08,4558.0
194,2013-09,4425.0
194,2013-10,4511.0
194,2013-11,4731.0
194,2013-12,6100.0
194,2014-01,4532.0
194,2014-02,4558.0
194,2014-03,4400.0
194,2014-04,5204.0
194,2014-05,4866.0
194,2014-06,4982.0
194,2014-07,4881.0
194,2014-08,4596.0
194,2014-09,4952.0
194,2014-10,4862.0
194,2014-11,5254.0
194,2014-12,6244.0
194,2015-01,4970.0
194,2015-02,4666.0
194,2015-03,4886.0
194,2015-04,5271.0
194,2015-05,5163.0
194,2015-06,4933.0
194,2015-07,5240.0
195,2013-01,9686.0
195,2013-02,10010.0
195,2013-03,11245.0
195,2013-04,10120.0
195,2013-05,10943.0
195,2013-06,9845.0
195,2013-07,11101.0
195,2013-08,9683.0
195,2013-09,9949.0
195,2013-10,9800.0
195,2013-11,10639.0
195,2013-12,12813.0
195,2014-01,10168.0
195,2014-02,10618.0
195,2014-03,10314.0
195,2014-04,11547.0
195,2014-05,10775.0
195,2014-06,11145.0
195,2014-07,10551.0
195,2014-08,10298.0
195,2014-09,10358.0
195,2014-10,10166.0
195,2014-11,11527.0
195,2014-12,12238.0
195,2015-01,10389.0
195,2015-02,10309.0
195,2015-03,11282.0
195,2015-04,11528.0
195,2015-05,11653.0
195,2015-06,11598.0
195,2015-07,10327.0
196,2013-01,4729.0
196,2013-02,4785.0
196,2013-03,5419.0
196,2013-04,4983.0
196,2013-05,5091.0
196,2013-06,4793.0
196,2013-07,5027.0
196,2013-08,4774.0
196,2013-09,4908.0
196,2013-10,4923.0
196,2013-11,5268.0
196,2013-12,6686.0
196,2014-01,5004.0
196,2014-02,5061.0
196,2014-03,5198.0
196,2014-04,5504.0
196,2014-05,5221.0
196,2014-06,5431.0
196,2014-07,4937.0
196,2014-08,4747.0
196,2014-09,5213.0
196,2014-10,4887.0
196,2014-11,5373.0
196,2014-12,6468.0
196,2015-01,5275.0
196,2015-02,5094.0
196,2015-03,5465.0
196,2015-04,5513.0
196,2015-05,5467.0
196,2015-06,5471.0
196,2015-07,5169.0
197,2013-01,6507.0
197,2013-02,7026.0
197,2013-03,7679.0
197,2013-04,6872.0
197,2013-05,7087.0
197,2013-06,6649.0
197,2013-07,6571.0
197,2013-08,6531.0
197,2013-09,6209.0
197,2013-10,6323.0
197,2013-11,7078.0
197,2013-12,9130.0
197,2014-01,6280.0
197,2014-02,6540.0
197,2014-03,6309.0
197,2014-04,7187.0
